position,champion_name,grade_x,lane,win_rate,pick_rate,ban_rate,pbi,games_played,ranking,grade_y,grade,counter,win_rate_weak,games_played_weak,strong,win_rate_strong,games_played_strong,custom_grade
22,Sylas,2.0,top,49.36,0.89,19.95,-1,150648,all,2.0,5.0,"['Kled', 'Zac', 'Illaoi', 'Heimerdinger', 'Poppy']","['40.77', '41.32', '41.39', '41.48', '42.75']","['932', '634', '3858', '687', '931']","['Malphite', 'Kennen', 'Akali', 'Gnar', ""K'Sante""]","['53.74', '50.93', '50.62', '50.24', '50.19']","['24434', '2089', '4668', '3348', '2851']",3.0
23,Tahm Kench,2.0,top,50.73,2.47,1.85,2,419869,all,2.0,3.0,"['Heimerdinger', 'Zac', 'Singed', 'Yorick', 'Illaoi']","['44.63', '45.49', '45.51', '47.09', '47.24']","['1593', '987', '2964', '7637', '11988']","['Malphite', 'Tryndamere', 'Kennen', 'Pantheon', 'Jayce']","['54.47', '54.42', '54.11', '53.85', '53.62']","['13421', '8533', '2373', '5443', '7136']",2.3333333333333335
24,Maokai,2.333,top,51.95,0.47,0.65,1,80454,all,3.0,,"['Olaf', 'Varus', 'Dr. Mundo', 'Singed', 'Kled']","['44.32', '45.38', '45.58', '45.92', '46.22']","['828', '379', '939', '564', '476']","['Yasuo', 'Jayce', 'Akali', 'Malphite', 'Gnar']","['58.21', '57.93', '56.88', '56.69', '56.3']","['981', '2168', '1505', '2609', '1254']",2.6665
25,Trundle,2.333,top,52.31,9.87,18.19,28,1679527,all,1.0,1.0,"['Quinn', 'Jax', 'Gnar', 'Udyr', 'Teemo']","['47.93', '48.48', '49.09', '49.1', '49.12']","['18256', '114498', '34047', '5943', '44163']","['Irelia', 'Olaf', 'Yasuo', 'Yorick', 'Yone']","['57.52', '56.71', '55.9', '55.46', '55.34']","['29122', '19516', '18010', '29906', '81455']",1.4443333333333335
26,Teemo,2.333,top,50.49,5.12,10.21,3,871084,all,2.0,2.0,"['Zac', 'Sion', 'Ornn', 'Yorick', 'Olaf']","['45.06', '45.14', '45.56', '46.08', '46.15']","['1529', '19168', '14817', '18372', '12930']","['Vayne', 'Renekton', 'Volibear', 'Varus', 'Camille']","['58.07', '54.89', '54.37', '54.12', '53.84']","['7923', '13463', '15401', '4893', '13240']",2.111
27,Tryndamere,2.333,top,49.92,3.33,3.35,0,566218,all,2.0,3.0,"['Malphite', 'Zac', 'Nasus', 'Singed', 'Tahm Kench']","['41.63', '42.83', '44.36', '45.27', '45.61']","['23625', '1249', '18772', '4042', '8531']","['Irelia', 'Sylas', 'Rumble', 'Yasuo', 'Yorick']","['55.49', '55.35', '54.35', '53.94', '53.37']","['9114', '2618', '5428', '6199', '13562']",2.4443333333333332
28,Warwick,2.333,top,51.01,1.36,3.69,1,231746,all,3.0,4.0,"['Heimerdinger', 'Quinn', 'Kayle', 'Singed', 'Vayne']","['45.65', '45.81', '46.48', '46.5', '46.59']","['736', '1194', '2685', '1402', '1730']","['Irelia', 'Sylas', 'Gwen', 'Yone', 'Akali']","['56.52', '55.92', '55.26', '55.22', '54.37']","['4673', '903', '5527', '12018', '2619']",3.111
29,Riven,2.333,top,49.83,4.79,1.49,-1,814863,all,2.0,2.0,"['Malphite', 'Illaoi', 'Garen', 'Urgot', 'Quinn']","['45.36', '45.5', '45.57', '46.42', '46.77']","['31256', '21980', '38904', '11489', '6341']","['Yasuo', 'Gwen', 'Sylas', 'Yone', 'Akali']","['55.28', '54.83', '54.7', '54.19', '54.16']","['10855', '14087', '3565', '40572', '11521']",2.111
30,Fiddlesticks,2.333,top,50.52,0.14,1.85,0,23453,all,3.0,,"['Zac', 'Trundle', 'Kled', 'Wukong', 'Aatrox']","['35.8', '44.82', '46.04', '46.15', '46.85']","['81', '1466', '139', '65', '745']","['Heimerdinger', 'Akali', 'Rumble', 'Quinn', 'Varus']","['62.5', '62.18', '58.33', '58.17', '55.22']","['88', '505', '312', '153', '134']",2.6665
31,Dr. Mundo,2.333,top,52.05,2.57,2.31,5,436788,all,2.0,2.0,"['Nasus', 'Gwen', 'Kled', 'Trundle', 'Illaoi']","['46.17', '46.64', '46.87', '47.09', '47.21']","['14108', '10989', '2639', '21743', '12058']","['Kennen', 'Renekton', ""Cho'Gath"", 'Gragas', 'Malphite']","['59.04', '57.11', '56.88', '56.45', '56.12']","['3706', '9440', '7400', '1752', '14182']",2.111
32,Neeko,2.666,top,49.72,0.15,4.5,0,24961,all,3.0,,"['Heimerdinger', 'Singed', 'Tahm Kench', 'Irelia', 'Dr. Mundo']","['41.33', '45.28', '46.48', '47.28', '47.36']","['196', '265', '383', '717', '454']","['Renekton', 'Quinn', 'Vayne', 'Wukong', 'Darius']","['58.04', '57.58', '56.82', '56', '55.35']","['684', '297', '352', '75', '1243']",2.833
33,Udyr,2.666,top,49.81,0.49,0.98,0,84207,all,3.0,5.0,"['Kayle', 'Kled', 'Volibear', 'Kennen', 'Illaoi']","['43.52', '45.49', '45.85', '45.87', '46.02']","['1243', '554', '1819', '606', '2251']","['Akali', 'Sylas', 'Yasuo', 'Pantheon', 'Fiora']","['55.68', '53.55', '53.23', '53.15', '51.95']","['1198', '493', '883', '967', '2466']",3.5553333333333335
34,Zed,2.666,top,48.49,0.25,26.26,-1,43031,all,3.0,,"['Nasus', 'Warwick', 'Malphite', 'Singed', 'Camille']","['43.1', '43.59', '44.48', '44.97', '45.21']","['3063', '569', '3867', '736', '2004']","[""K'Sante"", 'Gwen', 'Sylas', 'Akali', 'Mordekaiser']","['52.78', '52.41', '52.4', '52.34', '52.11']","['1580', '1555', '876', '1794', '2464']",2.833
35,Shen,2.666,top,50.14,1.82,0.25,0,309253,all,3.0,4.0,"['Kayle', 'Mordekaiser', 'Illaoi', 'Vayne', 'Singed']","['45.34', '46', '46.55', '46.69', '46.69']","['5437', '11706', '8595', '2508', '2735']","['Akali', 'Gragas', 'Yasuo', 'Sylas', 'Wukong']","['55.1', '54.41', '54.25', '53.41', '53.17']","['3951', '1384', '3604', '1889', '837']",3.222
36,Aatrox,2.666,top,49.48,10.59,12.78,-6,1802217,all,1.0,2.0,"['Singed', 'Heimerdinger', 'Vayne', 'Garen', 'Illaoi']","['43.33', '46.41', '46.67', '46.67', '46.73']","['14587', '6432', '14466', '66227', '47077']","['Sylas', 'Sion', 'Akali', 'Rumble', 'Dr. Mundo']","['53.49', '52.81', '52.33', '52.1', '51.68']","['9921', '27591', '26547', '23987', '18336']",1.8886666666666667
37,Mordekaiser,2.666,top,50.43,5.54,7.81,3,942467,all,2.0,2.0,"['Singed', 'Kayle', 'Olaf', 'Trundle', 'Warwick']","['45.74', '46.36', '46.46', '46.51', '46.56']","['6172', '12466', '21577', '42873', '7846']","[""K'Sante"", 'Shen', 'Illaoi', 'Rumble', 'Malphite']","['54.58', '53.97', '53.82', '53.8', '53.65']","['11946', '11700', '41712', '7702', '30932']",2.222
38,Azir,2.666,top,48.87,0.12,0.75,0,20676,all,4.0,,"['Rengar', 'Gragas', 'Nasus', 'Yasuo', 'Warwick']","['43.12', '45.14', '45.38', '45.76', '46.63']","['109', '175', '952', '507', '163']","['Udyr', 'Varus', 'Akali', 'Kled', 'Volibear']","['56.84', '56.36', '55.58', '55.45', '55.27']","['95', '220', '547', '202', '550']",3.333
39,Aurelion Sol,2.666,top,50.51,0.09,1.21,0,15786,all,3.0,,"['Rengar', 'Wukong', 'Heimerdinger', 'Irelia', 'Quinn']","['32.69', '43.08', '45.18', '46.31', '46.37']","['52', '65', '166', '447', '179']","['Udyr', 'Rumble', 'Illaoi', ""Cho'Gath"", 'Akali']","['61.22', '59.43', '59.1', '57.44', '56.77']","['49', '244', '670', '289', '347']",2.833
40,Jayce,2.666,top,48.26,4.42,2.77,-8,751356,all,2.0,4.0,"['Nasus', 'Yorick', 'Malphite', 'Zac', 'Quinn']","['43.08', '43.8', '43.99', '44.28', '44.36']","['20089', '9469', '40888', '2570', '7002']","['Akali', 'Yone', 'Rumble', 'Heimerdinger', 'Gwen']","['53.08', '52.12', '52.05', '51.87', '51.79']","['12561', '41344', '10629', '2653', '9504']",2.888666666666667
41,Varus,2.666,top,49.42,1.11,2.72,-1,189381,all,3.0,5.0,"['Nasus', 'Olaf', 'Irelia', 'Trundle', 'Teemo']","['44.72', '44.78', '45.55', '45.81', '45.84']","['5308', '2722', '4619', '7415', '4889']","['Vladimir', 'Vayne', 'Illaoi', 'Darius', 'Renekton']","['54.24', '53.76', '53.21', '53', '52.87']","['767', '2035', '7140', '7641', '4205']",3.5553333333333335
42,Darius,3.0,top,49.03,7.66,17.18,-9,1303441,all,1.0,2.0,"['Dr. Mundo', 'Kayle', 'Vayne', 'Quinn', 'Yorick']","['44.23', '44.47', '45.23', '45.35', '45.71']","['25571', '20959', '15535', '12096', '23649']","['Sylas', 'Yasuo', 'Gragas', 'Rengar', 'Poppy']","['54.47', '54', '53.67', '53.28', '52.75']","['5330', '15223', '5075', '3343', '6457']",2.0
43,Cho'Gath,3.0,top,50.1,2.21,0.9,0,375563,all,3.0,4.0,"['Dr. Mundo', 'Trundle', 'Ornn', 'Fiora', 'Singed']","['43.1', '45.18', '45.86', '45.86', '46.6']","['7392', '17189', '5947', '9948', '2820']","['Yasuo', 'Kennen', 'Malphite', 'Pantheon', 'Akali']","['55.43', '54.64', '54.63', '54.32', '54.31']","['4862', '2059', '13303', '4435', '4036']",3.3333333333333335
44,K'Sante,3.0,top,47.73,3.04,4.79,-7,517689,all,3.0,5.0,"['Kayle', 'Fiora', 'Garen', 'Singed', 'Illaoi']","['43.23', '44.01', '44.15', '44.21', '44.64']","['7865', '17027', '24454', '3918', '13357']","['Gragas', 'Jayce', 'Rengar', 'Yasuo', 'Rumble']","['52.67', '52.41', '51.37', '50.97', '50.3']","['2468', '15429', '2256', '6251', '5513']",3.6666666666666665
45,Lillia,3.0,top,50.5,0.36,2.4,0,61069,all,3.0,,"['Varus', 'Rengar', 'Gangplank', 'Riven', 'Fiora']","['42.08', '43.28', '44.37', '45.01', '45.6']","['259', '134', '737', '1113', '1250']","['Volibear', 'Udyr', 'Warwick', ""K'Sante"", 'Mordekaiser']","['56.15', '56.05', '55.64', '55.43', '54.75']","['1236', '157', '381', '911', '1715']",3.0
46,Irelia,3.0,top,49.37,3.69,10.39,-3,628425,all,2.0,3.0,"['Trundle', 'Warwick', 'Zac', 'Nasus', 'Tryndamere']","['42.48', '43.48', '44.22', '44.38', '44.51']","['29128', '4673', '1922', '15640', '9122']","['Heimerdinger', 'Jayce', 'Rumble', 'Varus', 'Kennen']","['56.75', '54.63', '54.49', '54.48', '53.89']","['3045', '26611', '7618', '4620', '5804']",2.6666666666666665
47,Qiyana,3.0,top,47.27,0.06,0.36,0,10197,all,4.0,,"['Rengar', 'Poppy', 'Zac', 'Dr. Mundo', ""Cho'Gath""]","['36.36', '36.84', '38.46', '39.35', '39.85']","['44', '95', '39', '155', '133']","['Sylas', 'Gnar', 'Gwen', 'Heimerdinger', 'Kled']","['58.59', '57.36', '57.08', '56.67', '55.1']","['128', '197', '212', '60', '98']",3.5
48,Yorick,3.0,top,50.4,3.43,5.0,1,583850,all,3.0,3.0,"['Trundle', 'Kled', 'Kayle', 'Tryndamere', 'Riven']","['44.55', '45.15', '45.93', '46.63', '46.92']","['29908', '3781', '10477', '13571', '12433']","['Jayce', 'Heimerdinger', 'Pantheon', 'Gragas', ""K'Sante""]","['56.18', '55.57', '55.54', '55.37', '55.16']","['9465', '2793', '7099', '2084', '6749']",3.0
49,Anivia,3.0,top,49.96,0.07,1.13,0,11594,all,3.0,,"['Zac', 'Kled', 'Tryndamere', 'Yasuo', 'Tahm Kench']","['37.84', '43.75', '44.21', '45.37', '45.83']","['37', '96', '190', '216', '168']","['Gragas', 'Kennen', 'Varus', 'Warwick', 'Udyr']","['62.69', '62.62', '60.36', '57.97', '56.1']","['67', '107', '111', '69', '41']",3.0
50,Kassadin,3.0,top,49.65,0.05,2.24,0,8340,all,3.0,,"['Warwick', 'Olaf', 'Wukong', 'Rengar', 'Jax']","['40.22', '41.24', '41.86', '43.59', '44.01']","['92', '194', '43', '39', '709']","['Akali', 'Heimerdinger', 'Vladimir', 'Volibear', 'Sylas']","['54.91', '54.81', '54.18', '54.07', '53.57']","['479', '104', '275', '270', '196']",3.0
51,LeBlanc,3.0,top,47.97,0.11,7.0,0,18112,all,4.0,,"['Tahm Kench', 'Poppy', 'Zac', 'Heimerdinger', 'Yorick']","['36.54', '38.05', '40', '40.57', '41.69']","['208', '113', '85', '106', '307']","['Gnar', 'Yone', 'Jayce', 'Irelia', 'Aatrox']","['54.51', '52.24', '52.17', '51.89', '51.76']","['266', '1049', '575', '476', '1107']",3.5
52,Naafiri,3.0,top,50.07,0.21,3.27,0,36156,all,3.0,,"['Singed', 'Warwick', 'Poppy', 'Irelia', 'Olaf']","['42.74', '44.1', '44.74', '45.13', '45.69']","['365', '288', '266', '935', '499']","['Tahm Kench', 'Rengar', 'Sylas', 'Shen', 'Dr. Mundo']","['58.36', '56.69', '55.41', '55.21', '54.98']","['574', '127', '296', '422', '642']",3.0
53,Vladimir,3.333,top,49.07,0.7,3.33,-1,118846,all,3.0,5.0,"['Nasus', 'Singed', 'Yorick', 'Varus', 'Trundle']","['41.64', '44.37', '45.18', '45.75', '45.8']","['3979', '897', '1919', '765', '5232']","['Gragas', 'Kennen', 'Jayce', 'Rumble', 'Gnar']","['53.18', '52.93', '52.32', '51.96', '51.85']","['613', '1315', '2968', '1328', '1618']",3.7776666666666667
54,Viktor,3.333,top,50.35,0.11,1.21,0,18727,all,3.0,,"['Wukong', 'Irelia', 'Garen', 'Zac', 'Kled']","['43.94', '43.96', '44.02', '45.26', '46']","['66', '646', '961', '95', '150']","['Heimerdinger', 'Rengar', 'Kennen', 'Gragas', 'Vayne']","['59.64', '59.34', '57.53', '55.4', '55.21']","['223', '91', '292', '139', '355']",3.1665
55,Heimerdinger,3.333,top,49.69,0.82,1.66,0,138889,all,3.0,5.0,"['Irelia', 'Nasus', 'Yorick', 'Sion', 'Yasuo']","['43.23', '43.74', '44.45', '45.09', '46.08']","['3044', '4403', '2792', '2548', '2116']","['Sylas', 'Rumble', 'Tahm Kench', 'Gwen', 'Warwick']","['58.43', '55.73', '55.4', '55.21', '54.41']","['688', '1335', '1594', '1833', '737']",3.7776666666666667
56,Galio,3.333,top,49.24,0.11,0.38,0,18068,all,3.0,,"['Singed', 'Quinn', 'Tryndamere', 'Yorick', 'Dr. Mundo']","['40.47', '42.07', '42.99', '43.02', '43.14']","['215', '164', '328', '351', '299']","['Rengar', 'Gragas', 'Varus', 'Kennen', 'Sylas']","['61.76', '59.02', '55.28', '54.58', '54.42']","['68', '183', '123', '240', '215']",3.1665
57,Renekton,3.333,top,48.43,4.32,3.44,-7,735094,all,2.0,4.0,"['Illaoi', 'Dr. Mundo', 'Ornn', 'Nasus', 'Singed']","['41.69', '42.89', '43.91', '43.92', '44.67']","['20970', '9438', '11346', '19859', '4860']","['Yasuo', 'Akali', 'Riven', 'Yone', 'Irelia']","['54.33', '53.3', '52.79', '52.74', '52.02']","['13423', '11252', '30135', '49725', '15109']",3.111
58,Karthus,3.333,top,47.51,0.1,1.37,0,16288,all,4.0,,"['Zac', 'Ornn', 'Yorick', 'Nasus', 'Singed']","['30.77', '36.61', '36.99', '38.63', '40.87']","['39', '224', '246', '453', '115']","['Rumble', 'Teemo', 'Jayce', 'Heimerdinger', 'Rengar']","['59.88', '56.83', '56.57', '55.66', '54.84']","['172', '593', '274', '106', '62']",3.6665
59,Kennen,3.333,top,48.47,1.47,0.73,-2,250497,all,3.0,5.0,"['Nasus', 'Dr. Mundo', 'Olaf', 'Yorick', ""Cho'Gath""]","['40.79', '40.91', '43.93', '45.02', '45.47']","['9375', '3706', '2634', '3523', '2063']","['Udyr', 'Rumble', 'Volibear', 'Yone', 'Yasuo']","['54.13', '52.86', '52.7', '51.88', '51.37']","['606', '3415', '4901', '10386', '3062']",3.7776666666666667
60,Gwen,3.333,top,49.09,3.43,2.21,-3,584214,all,3.0,4.0,"['Singed', 'Kayle', 'Warwick', 'Heimerdinger', 'Vayne']","['42.54', '44.55', '44.75', '44.84', '45.16']","['4640', '8013', '5529', '1833', '2748']","['Sion', ""K'Sante"", 'Dr. Mundo', 'Renekton', ""Cho'Gath""]","['54.61', '53.57', '53.33', '52.8', '52.78']","['17812', '13553', '10999', '11826', '8927']",3.4443333333333332
61,Annie,3.333,top,49.52,0.04,0.57,0,6906,all,4.0,,"['Urgot', 'Tryndamere', 'Gragas', 'Kled', 'Nasus']","['38.16', '38.78', '39.13', '40', '40.51']","['76', '98', '46', '55', '237']","['Vayne', 'Heimerdinger', 'Gangplank', 'Gnar', 'Rumble']","['61.4', '58.93', '56.57', '55.24', '55.1']","['114', '56', '99', '105', '98']",3.6665
62,Ryze,3.333,top,49.41,0.37,0.23,0,63416,all,3.0,,"['Zac', 'Rengar', 'Ornn', 'Irelia', 'Dr. Mundo']","['40.63', '41.44', '43.82', '44.29', '44.32']","['160', '222', '874', '1506', '731']","['Heimerdinger', 'Varus', 'Gwen', 'Quinn', 'Sylas']","['54.07', '53.92', '53.88', '53.7', '52.52']","['381', '332', '811', '473', '497']",3.1665
63,Rek'Sai,3.666,top,47.73,0.02,0.59,0,4144,all,4.0,,"['Ornn', 'Kayle', 'Shen', 'Dr. Mundo', 'Teemo']","['31.15', '35.09', '37.5', '38.33', '39.47']","['61', '57', '40', '60', '76']","['Singed', 'Riven', 'Yone', 'Yorick', 'Yasuo']","['56.82', '56.29', '55.86', '55.56', '55.56']","['44', '151', '222', '63', '63']",3.833
64,Sett,3.666,top,49.93,5.92,2.8,0,1007940,all,2.0,2.0,"['Trundle', 'Singed', 'Kayle', 'Zac', 'Nasus']","['45.74', '46.29', '46.39', '46.79', '46.81']","['53084', '7034', '14460', '2193', '28889']","['Sylas', 'Rumble', 'Yasuo', 'Yone', 'Irelia']","['55.53', '54.41', '54.36', '53.59', '53.33']","['4662', '8784', '12942', '49941', '20267']",2.5553333333333335
65,Gragas,3.666,top,47.9,0.92,0.6,-2,156955,all,4.0,5.0,"['Singed', 'Dr. Mundo', 'Poppy', 'Yorick', 'Garen']","['40.67', '43.58', '44.29', '44.58', '44.58']","['1136', '1751', '858', '2084', '6023']","['Akali', 'Sylas', 'Yasuo', 'Wukong', 'Jayce']","['52.38', '51.66', '51.07', '50.77', '50.75']","['2119', '1057', '1686', '455', '3978']",4.222
66,Gnar,3.666,top,49.03,2.66,0.62,-3,453303,all,3.0,4.0,"['Nasus', 'Malphite', 'Ornn', 'Olaf', 'Dr. Mundo']","['43.69', '44.96', '45.47', '45.96', '46.13']","['14290', '16069', '7259', '5298', '5602']","['Volibear', 'Gragas', 'Yone', ""K'Sante"", 'Renekton']","['53.04', '52.37', '51.7', '51.55', '50.99']","['9781', '2093', '19370', '7950', '10066']",3.5553333333333335
67,Akali,3.666,top,48.1,2.89,17.46,-7,491229,all,3.0,5.0,"['Urgot', 'Rengar', 'Singed', 'Nasus', 'Illaoi']","['42.28', '42.51', '42.65', '43.56', '43.93']","['4756', '1623', '3034', '11717', '9458']","['Gwen', 'Yone', 'Olaf', ""K'Sante""]","['51.85', '50.49', '50.32', '50.21']","['8355', '28639', '4505', '6982']",3.888666666666667
68,Rumble,3.666,top,48.08,2.09,1.46,-4,355530,all,3.0,5.0,"['Heimerdinger', 'Kayle', 'Ornn', 'Yorick', 'Singed']","['44.19', '44.68', '44.99', '45.14', '45.45']","['1333', '4454', '6203', '5148', '2266']","['Renekton', 'Gragas', 'Sylas', 'Akali']","['51.46', '51.01', '50.99', '50.22']","['7705', '1533', '2177', '5574']",3.888666666666667
69,Volibear,3.666,top,49.96,4.21,1.71,0,715898,all,2.0,3.0,"['Kayle', 'Quinn', 'Vayne', 'Teemo', 'Heimerdinger']","['42.94', '43.71', '45.31', '45.59', '45.81']","['11849', '5214', '5173', '15399', '2401']","['Yasuo', 'Irelia', 'Udyr', ""K'Sante"", 'Sylas']","['54.55', '54.29', '54.13', '53.6', '52.97']","['8370', '13493', '1818', '10736', '3213']",2.888666666666667
70,Rammus,3.666,top,49.89,0.22,11.25,0,37959,all,3.0,,"['Singed', 'Ornn', ""Cho'Gath"", 'Mordekaiser', 'Camille']","['38.5', '38.59', '38.82', '39.81', '41.48']","['226', '355', '340', '849', '569']","['Yasuo', 'Quinn', 'Yone', 'Irelia', 'Rengar']","['64.29', '59.32', '56.29', '56.07', '55.4']","['815', '322', '3249', '906', '139']",3.333
71,Sion,4.0,top,49.77,3.27,1.68,-1,557063,all,3.0,3.0,"['Gwen', 'Dr. Mundo', 'Fiora', 'Zac', 'Trundle']","['45.34', '45.37', '45.5', '45.83', '45.94']","['17815', '8281', '16705', '1342', '29148']","['Akali', 'Heimerdinger', 'Teemo', 'Yasuo', 'Gangplank']","['55.92', '54.87', '54.86', '54.82', '54.4']","['7109', '2546', '19177', '6975', '10854']",3.3333333333333335
72,Malzahar,4.0,top,49.99,0.3,6.96,0,50638,all,3.0,,"['Singed', 'Olaf', 'Udyr', 'Kled', 'Garen']","['42.37', '44.61', '45.26', '46.83', '46.93']","['472', '742', '137', '378', '2659']","['Vladimir', 'Rumble', 'Kennen', 'Gragas', 'Warwick']","['60', '58.18', '57.66', '57.44', '55.81']","['480', '648', '529', '289', '396']",3.5
73,Yasuo,4.0,top,47.01,2.52,23.83,-10,428972,all,3.0,5.0,"['Singed', 'Zac', 'Nasus', 'Malphite', 'Garen']","['41.62', '43.22', '43.72', '43.72', '44.05']","['2972', '1032', '12337', '13698', '16877']","['Sylas', 'Heimerdinger', 'Gwen', 'Vladimir', 'Rumble']","['54.21', '53.82', '52.23', '51.7', '51.42']","['3134', '2122', '7107', '1789', '4284']",4.0
74,Yone,4.0,top,47.95,9.67,27.89,-28,1644307,all,1.0,3.0,"['Garen', 'Trundle', 'Warwick', 'Urgot', 'Malphite']","['44.23', '44.68', '44.79', '45.54', '45.64']","['67111', '81439', '12026', '16777', '51226']","['Gwen', 'Rumble', 'Mordekaiser', 'Sylas', 'Heimerdinger']","['52.42', '51.68', '51.67', '51.33', '51.26']","['23333', '15439', '37086', '8611', '5692']",2.6666666666666665
75,Graves,4.0,top,47.12,0.32,8.73,-1,55269,all,4.0,,"['Poppy', 'Tryndamere', 'Zac', 'Nasus', 'Kled']","['38.97', '41.85', '41.98', '42.03', '42.31']","['290', '755', '162', '1311', '364']","['Heimerdinger', 'Varus', 'Jayce', 'Sylas', 'Rengar']","['54.84', '53.14', '51.98', '51.74', '51.65']","['186', '271', '1772', '288', '182']",4.0
76,Kayn,4.0,top,47.01,0.24,11.07,-1,40315,all,4.0,,"['Quinn', 'Poppy', 'Kennen', 'Trundle', 'Jayce']","['37.56', '41.03', '41.1', '41.18', '42.04']","['197', '195', '219', '1996', '735']","['Wukong', 'Vladimir', 'Gragas', 'Sion', 'Gwen']","['56.84', '54.48', '54.12', '52.53', '52.18']","['95', '145', '194', '1009', '665']",4.0
77,Pantheon,4.0,top,48.77,2.28,3.48,-3,387349,all,3.0,4.0,"['Zac', 'Malphite', 'Yorick', 'Ornn', 'Dr. Mundo']","['42.72', '43.46', '44.43', '44.57', '44.7']","['859', '13325', '7104', '6264', '5058']","['Yone', 'Sylas', 'Yasuo', 'Kennen', 'Vayne']","['52.62', '52.4', '52.23', '52.22', '51.8']","['22626', '2084', '6130', '2859', '2971']",3.6666666666666665
78,Lissandra,4.0,top,49.08,0.08,1.19,0,14381,all,3.0,,"['Urgot', 'Yorick', 'Ornn', 'Zac', 'Warwick']","['40.76', '42.81', '44.02', '44.44', '45.3']","['184', '299', '343', '63', '117']","['Udyr', 'Singed', 'Heimerdinger', 'Yone', 'Pantheon']","['58.18', '55.38', '54.95', '54.72', '54.44']","['55', '130', '91', '943', '270']",3.5
79,Ahri,4.333,top,48.39,0.17,2.66,0,28216,all,4.0,,"['Zac', 'Poppy', 'Dr. Mundo', 'Rengar', 'Warwick']","['39.22', '39.35', '42.02', '43.81', '44.37']","['102', '216', '426', '105', '142']","['Gwen', 'Udyr', 'Volibear', 'Quinn', ""K'Sante""]","['53.72', '53.66', '53.46', '53.46', '52.4']","['484', '82', '593', '318', '500']",4.1665
80,Gangplank,4.333,top,48.73,3.29,2.51,-4,558874,all,3.0,4.0,"['Kayle', 'Rengar', 'Dr. Mundo', 'Trundle', 'Zac']","['43.64', '44.58', '45.14', '45.27', '45.47']","['10583', '2591', '6917', '25992', '1755']","['Akali', 'Yone', 'Kennen', 'Yasuo', 'Renekton']","['52.6', '52.53', '52.17', '51.83', '51.81']","['7295', '25902', '3751', '7091', '10190']",3.7776666666666667
81,Kalista,4.333,top,45.19,0.24,1.61,-1,40965,all,5.0,,"['Wukong', 'Malphite', 'Poppy', 'Nasus', 'Urgot']","['35', '36.71', '37.58', '39.3', '39.77']","['120', '1757', '157', '1135', '264']","['Sion', 'Vladimir', 'Warwick', 'Kled', 'Vayne']","['53.25', '51.82', '51.26', '51.19', '51.07']","['462', '137', '199', '168', '652']",4.6665
82,Ivern,4.333,top,44.18,0.03,0.7,0,5220,all,5.0,,"['Tahm Kench', 'Vayne', 'Singed', 'Sion', 'Varus']","['28.57', '30.43', '31.11', '34.07', '35.9']","['56', '46', '45', '91', '39']","[""Cho'Gath"", 'Darius', 'Gnar', 'Gangplank', 'Akali']","['56.6', '53.97', '51.32', '50.6', '50.6']","['53', '239', '76', '83', '83']",4.6665
83,Shaco,4.333,top,47.96,0.38,28.13,-1,64632,all,3.0,,"['Nasus', 'Vladimir', 'Wukong', 'Dr. Mundo', 'Kled']","['41.26', '41.95', '42.24', '43.01', '43.53']","['1990', '236', '161', '851', '363']","['Gragas', 'Kennen', 'Akali', 'Volibear', 'Sylas']","['55.24', '55.19', '55.12', '54.73', '54.44']","['248', '424', '938', '1248', '338']",3.6665
84,Wukong,4.666,top,49.75,0.52,0.34,0,87757,all,3.0,5.0,"['Illaoi', 'Malphite', 'Garen', 'Zac', 'Warwick']","['44', '44.28', '44.97', '45.05', '46.09']","['2041', '2367', '3707', '222', '575']","['Sylas', 'Vayne', 'Yasuo', ""K'Sante"", 'Jayce']","['55.97', '55.57', '54.15', '53.7', '53.69']","['402', '637', '1023', '1378', '2468']",4.222
85,Karma,4.666,top,46.62,0.2,1.25,-1,33554,all,5.0,,"['Udyr', 'Tahm Kench', 'Varus', 'Nasus', 'Akali']","['38.46', '41.13', '42.62', '42.67', '43.25']","['104', '406', '237', '1010', '541']","['Gragas', 'Vayne', 'Vladimir', 'Yasuo', 'Sylas']","['53.76', '52.25', '52.05', '50.78', '50.67']","['173', '289', '146', '514', '225']",4.833
86,Briar,4.666,top,47.65,0.18,30.62,-1,30876,all,3.0,,"['Wukong', 'Urgot', 'Zac', 'Nasus', 'Kled']","['39.51', '41.02', '41.18', '41.2', '41.4']","['81', '412', '51', '881', '186']","['Jayce', 'Kennen', 'Irelia', 'Rumble', 'Yasuo']","['56.23', '55.93', '55.16', '54.14', '54.12']","['530', '177', '591', '266', '425']",3.833
87,Shyvana,4.666,top,49.76,0.33,0.55,0,56545,all,3.0,,"['Udyr', 'Rengar', 'Warwick', 'Zac', 'Nasus']","['40.21', '41.53', '41.8', '41.9', '44.1']","['194', '183', '378', '179', '1635']","['Yorick', 'Gangplank', 'Wukong', 'Illaoi', 'Gnar']","['61.14', '56.1', '55.17', '53.67', '53.43']","['1225', '1271', '145', '1513', '728']",3.833
