grade,counter,win_rate_weak,games_played_weak,strong,win_rate_strong,games_played_strong,champion_name,tier,lane
,"['akali', 'leblanc', 'katarina', 'yasuo', 'ahri']","['37.97', '40', '40.38', '42.35', '42.86']","['79', '30', '52', '85', '49']","['xerath', 'kassadin', 'talon', 'sylas', 'fizz']","['62.5', '61.29', '57.14', '55.96', '55.56']","['40', '31', '42', '109', '45']",gwen,diamond,mid
4,"['velkoz', 'gragas', 'rumble', 'chogath', 'anivia']","['37.78', '41.18', '41.3', '41.94', '42.42']","['45', '34', '46', '31', '99']","['pantheon', 'hwei', 'ahri', 'qiyana', 'brand']","['62.22', '60', '57.58', '57.23', '56.67']","['90', '710', '396', '166', '30']",diana,diamond,mid
2,"['brand', 'tristana', 'galio', 'chogath', 'aurelionsol']","['38.46', '41.84', '42.36', '42.37', '43.48']","['78', '98', '314', '59', '230']","['hwei', 'akali', 'corki', 'ahri', 'naafiri']","['57.08', '56.3', '55.73', '54.16', '53.7']","['1165', '1309', '131', '1045', '108']",lissandra,diamond,mid
,['yone'],['45.71'],['35'],"['akali', 'yasuo', 'syndra', 'sylas']","['62.79', '58.33', '56.1', '53.73']","['43', '36', '41', '67']",illaoi,diamond,mid
,"['rumble', 'cassiopeia', 'veigar', 'ekko', 'twistedfate']","['35.14', '40', '43.14', '43.48', '43.81']","['37', '35', '51', '46', '105']","['pantheon', 'viktor', 'malzahar', 'zed', 'kassadin']","['60.47', '57.14', '56.52', '55.71', '54.9']","['43', '84', '46', '140', '51']",aatrox,diamond,mid
4,"['zoe', 'annie', 'akshan', 'neeko', 'syndra']","['39.19', '40', '41.59', '44.71', '47.73']","['74', '40', '113', '85', '264']","['taliyah', 'leblanc', 'irelia', 'aurelionsol', 'zed']","['66.67', '63.97', '61.86', '60.81', '59.63']","['39', '136', '118', '74', '218']",rumble,diamond,mid
,"['akshan', 'ekko', 'twistedfate', 'anivia', 'sylas']","['37.78', '39.39', '40', '40.48', '40.85']","['45', '33', '70', '42', '142']","['zed', 'fizz', 'zoe', 'veigar', 'lux']","['62.9', '60.27', '60', '59.46', '58.33']","['124', '73', '40', '37', '36']",nasus,diamond,mid
2,"['chogath', 'corki', 'kennen', 'malphite', 'akshan']","['40.52', '40.68', '42.48', '44.29', '44.46']","['153', '236', '153', '289', '857']","['hwei', 'ekko', 'gangplank', 'ryze', 'sylas']","['55.53', '53.37', '51.98', '51.57', '50.6']","['3274', '682', '177', '413', '3759']",yone,diamond,mid
,"['yasuo', 'akali', 'syndra', 'viktor']","['37.5', '40.91', '44.44', '45.45']","['40', '66', '36', '33']","['zed', 'hwei', 'katarina', 'orianna', 'sylas']","['65.63', '58.82', '58.82', '55.36', '53.75']","['32', '51', '34', '56', '80']",kled,diamond,mid
5,"['neeko', 'tristana', 'veigar', 'qiyana', 'taliyah']","['33.33', '34.29', '34.92', '39.33', '41.3']","['99', '35', '63', '89', '46']","['hwei', 'lux', 'ryze', 'leblanc', 'aurelionsol']","['62.12', '60.44', '60.42', '59.17', '58.93']","['528', '91', '48', '169', '56']",naafiri,diamond,mid
4,"['rumble', 'naafiri', 'ryze', 'kennen', 'irelia']","['36.03', '40.83', '41.3', '42.67', '43']","['136', '169', '230', '75', '693']","['singed', 'ziggs', 'hwei', 'gragas', 'gangplank']","['58.41', '57.89', '56.98', '56.7', '53.09']","['113', '114', '1813', '97', '81']",leblanc,diamond,mid
4,"['qiyana', 'anivia', 'akshan', 'galio', 'vladimir']","['41.57', '41.57', '45.59', '46.39', '46.67']","['89', '89', '136', '97', '120']","['naafiri', 'hwei', 'lissandra', 'cassiopeia', 'ekko']","['65.71', '61.19', '58.16', '57.38', '56.63']","['35', '469', '98', '61', '83']",tristana,diamond,mid
,"['vladimir', 'twistedfate', 'qiyana', 'jayce', 'sylas']","['39.39', '42.55', '44.23', '45.16', '45.29']","['33', '47', '52', '62', '223']","['hwei', 'talon', 'azir', 'viktor', 'ahri']","['62.86', '60.22', '58.33', '56.67', '56.52']","['105', '93', '36', '30', '69']",renekton,diamond,mid
,"['yone', 'azir', 'vex', 'yasuo', 'ahri']","['35.38', '35.48', '38.24', '42', '44.62']","['65', '31', '34', '50', '65']","['hwei', 'vladimir', 'akali', 'zed', 'syndra']","['62.2', '55.56', '55.22', '55.17', '54.69']","['127', '36', '67', '58', '128']",twitch,diamond,mid
3,"['gragas', 'akali', 'talon', 'aurelionsol', 'diana']","['41.38', '43.42', '44.58', '45.22', '45.5']","['87', '1177', '480', '272', '200']","['malphite', 'swain', 'brand', 'hwei', 'malzahar']","['66.67', '60.48', '57.83', '57.61', '54.67']","['45', '124', '83', '1630', '450']",viktor,diamond,mid
2,"['swain', 'diana', 'brand', 'gangplank', 'tristana']","['41.63', '42.42', '42.61', '43.09', '44.74']","['233', '396', '176', '123', '266']","['chogath', 'corki', 'hwei', 'pantheon', 'kennen']","['59.35', '58.04', '56.44', '55.56', '54.84']","['123', '224', '2640', '252', '124']",ahri,diamond,mid
4,"['brand', 'rumble', 'swain', 'singed', 'zoe']","['37.63', '41.23', '42.34', '42.86', '43.11']","['93', '114', '137', '70', '334']","['malphite', 'pantheon', 'velkoz', 'hwei', 'gangplank']","['66.67', '56.67', '55.05', '54.5', '53.97']","['39', '150', '109', '1422', '63']",azir,diamond,mid
,"['akali', 'orianna', 'syndra']","['46.67', '46.67', '48.57']","['30', '30', '35']",['hwei'],['63.89'],['36'],tahmkench,diamond,mid
,"['viktor', 'aurelionsol', 'lissandra', 'ahri', 'vladimir']","['30', '33.33', '38.89', '42.03', '43.59']","['50', '42', '36', '69', '39']","['qiyana', 'twistedfate', 'hwei', 'azir', 'jayce']","['64', '61.29', '60.98', '58.7', '57.14']","['50', '62', '123', '46', '42']",garen,diamond,mid
5,"['fizz', 'azir', 'viktor', 'neeko', 'sylas']","['32.79', '33.33', '33.33', '42.5', '43.58']","['61', '39', '45', '40', '257']","['malzahar', 'zed', 'syndra', 'leblanc', 'jayce']","['58.06', '57.24', '56.91', '56.9', '55.81']","['31', '601', '123', '58', '258']",malphite,diamond,mid
,"['vladimir', 'sylas', 'yone', 'yasuo', 'akali']","['35.29', '39.76', '40.82', '41.03', '43.24']","['34', '83', '49', '39', '37']","['hwei', 'ahri', 'twistedfate', 'syndra', 'orianna']","['61.54', '59.38', '56.1', '56.06', '54.84']","['78', '32', '41', '66', '62']",pyke,diamond,mid
4,"['gangplank', 'chogath', 'talon', 'anivia', 'corki']","['32.43', '35', '41.91', '41.99', '42.39']","['37', '40', '272', '181', '92']","['naafiri', 'hwei', 'brand', 'jayce', 'kennen']","['65.08', '57.17', '55.36', '55.32', '54.9']","['63', '934', '56', '282', '51']",veigar,diamond,mid
,[],[],[],[],[],[],shen,diamond,mid
4,"['kennen', 'brand', 'anivia', 'vex', 'velkoz']","['40', '40.35', '40.55', '40.74', '41.11']","['35', '57', '217', '216', '90']","['ryze', 'pantheon', 'hwei', 'vladimir', 'zoe']","['60', '58.4', '57.09', '55.63', '53.76']","['150', '125', '1009', '613', '266']",malzahar,diamond,mid
,['yone'],['46.67'],['30'],['hwei'],['60'],['35'],xinzhao,diamond,mid
5,"['swain', 'kassadin', 'akshan', 'fizz', 'xerath']","['36.67', '40.18', '40.32', '40.54', '44.91']","['30', '112', '62', '148', '167']","['diana', 'neeko', 'jayce', 'hwei', 'malzahar']","['62.22', '62.22', '60.67', '59.41', '58.89']","['45', '45', '89', '473', '90']",velkoz,diamond,mid
,"['syndra', 'viktor', 'xerath', 'fizz', 'lissandra']","['41', '42.22', '42.55', '42.86', '45.71']","['100', '45', '47', '35', '35']","['azir', 'ahri', 'hwei', 'yasuo', 'malzahar']","['64.71', '61.76', '61.62', '59.15', '57.58']","['34', '68', '99', '71', '33']",morgana,diamond,mid
,"['akali', 'yasuo', 'xerath', 'zed', 'syndra']","['37.7', '41.18', '44.12', '44.68', '45.35']","['61', '34', '34', '47', '86']","['viktor', 'orianna', 'leblanc', 'hwei', 'ahri']","['63.33', '60.26', '60', '59.09', '54.17']","['30', '78', '40', '88', '48']",karthus,diamond,mid
,"['fizz', 'katarina', 'orianna', 'akali', 'viktor']","['35.9', '36', '39.74', '40.98', '45.16']","['39', '50', '78', '61', '31']","['hwei', 'leblanc', 'twistedfate', 'yone', 'yasuo']","['65.33', '56.25', '55.26', '54.72', '54']","['75', '32', '38', '53', '50']",sion,diamond,mid
,"['ahri', 'akali', 'azir', 'syndra', 'zed']","['39.22', '41.27', '41.94', '44.12', '45.61']","['51', '63', '31', '68', '57']","['kassadin', 'talon', 'orianna', 'hwei', 'jayce']","['73.33', '57.14', '56.14', '54.79', '54.55']","['30', '35', '57', '73', '33']",sett,diamond,mid
5,"['galio', 'taliyah', 'annie', 'naafiri', 'malzahar']","['34.02', '36.36', '39.34', '39.58', '40']","['97', '88', '61', '48', '150']","['leblanc', 'swain', 'lux', 'irelia', 'hwei']","['58.7', '57.69', '56.82', '56.36', '55.33']","['230', '52', '132', '165', '450']",ryze,diamond,mid
,"['twistedfate', 'ekko', 'vex', 'yasuo', 'malzahar']","['34.69', '35.29', '35.9', '36.47', '39.47']","['49', '34', '39', '85', '38']","['leblanc', 'lissandra', 'jayce', 'kassadin', 'talon']","['68.18', '62.22', '59.57', '55.56', '54.41']","['44', '45', '47', '36', '68']",varus,diamond,mid
,"['katarina', 'talon', 'yasuo', 'ahri', 'akali']","['39.13', '40', '41.54', '41.86', '43.4']","['46', '30', '65', '43', '53']","['hwei', 'jayce', 'syndra', 'sylas', 'orianna']","['62.71', '61.29', '59.38', '55.42', '52.05']","['59', '31', '64', '83', '73']",viego,diamond,mid
5,"['aurelionsol', 'anivia', 'talon', 'ekko', 'kassadin']","['29.03', '40', '40.66', '42.5', '43.08']","['31', '35', '91', '40', '65']","['veigar', 'pantheon', 'yasuo', 'vex', 'hwei']","['67.57', '61.9', '58.79', '58.7', '57.69']","['37', '42', '199', '46', '182']",gangplank,diamond,mid
,"['katarina', 'lux', 'twistedfate', 'vladimir', 'yasuo']","['33.33', '37.5', '37.5', '40', '41.18']","['30', '32', '32', '30', '34']","['orianna', 'ahri', 'zed', 'syndra', 'akali']","['60', '56.1', '56.1', '55.84', '55.36']","['65', '41', '41', '77', '56']",karma,diamond,mid
,"['neeko', 'ahri', 'aurelionsol', 'lux', 'vex']","['29.03', '41.82', '43.24', '43.75', '44.59']","['31', '110', '37', '32', '74']","['kassadin', 'veigar', 'hwei', 'sylas', 'azir']","['58.97', '58.06', '57.65', '56.9', '56.41']","['39', '31', '170', '174', '78']",nunu,diamond,mid
5,"['katarina', 'naafiri', 'akshan', 'fizz', 'tristana']","['37.84', '37.88', '38.71', '38.77', '38.81']","['2645', '528', '1191', '2693', '469']",['chogath'],['52.14'],['234'],hwei,diamond,mid
,"['twistedfate', 'fizz', 'syndra', 'neeko', 'jayce']","['40', '40.38', '42.48', '43.75', '44.78']","['45', '52', '113', '32', '67']","['hwei', 'leblanc', 'qiyana', 'xerath', 'katarina']","['65.08', '62.86', '59.38', '58.82', '58.06']","['63', '35', '32', '34', '62']",ksante,diamond,mid
,['akali'],['45.71'],['35'],"['orianna', 'sylas']","['60.61', '60']","['33', '30']",urgot,diamond,mid
,"['galio', 'akshan', 'aurelionsol', 'fizz', 'vex']","['29.03', '30.56', '33.33', '33.96', '36.84']","['31', '36', '39', '53', '38']","['malzahar', 'kassadin', 'irelia', 'hwei', 'anivia']","['66.67', '63.83', '59.46', '59.24', '58.06']","['36', '47', '37', '184', '31']",seraphine,diamond,mid
5,"['annie', 'aurelionsol', 'qiyana', 'ahri', 'fizz']","['35.29', '35.59', '38.81', '41.96', '43.12']","['34', '59', '67', '224', '109']","['galio', 'yone', 'pantheon', 'veigar', 'naafiri']","['59.7', '59.32', '57.89', '57.61', '57.14']","['67', '236', '38', '92', '35']",corki,diamond,mid
5,"['neeko', 'fizz', 'qiyana', 'talon', 'leblanc']","['32.69', '36.28', '37.31', '38.18', '42.11']","['52', '113', '67', '110', '114']","['malzahar', 'pantheon', 'hwei', 'kassadin', 'zed']","['56.52', '55.81', '55.76', '55.42', '54.72']","['92', '43', '382', '83', '159']",ziggs,diamond,mid
,"['viktor', 'akali', 'yasuo', 'syndra', 'fizz']","['40.63', '41.18', '41.94', '42.11', '45.45']","['32', '85', '93', '76', '44']","['leblanc', 'sylas', 'hwei', 'jayce', 'vladimir']","['59.52', '58.56', '55.56', '54.84', '53.7']","['42', '111', '72', '31', '54']",mordekaiser,diamond,mid
,"['aurelionsol', 'akshan', 'lux', 'lissandra', 'pantheon']","['34.29', '37.14', '37.5', '38', '38.71']","['35', '35', '48', '50', '31']","['zed', 'viktor', 'leblanc', 'hwei', 'zoe']","['62.86', '57.78', '55.56', '54.89', '54.84']","['105', '45', '54', '133', '31']",kayle,diamond,mid
5,"['swain', 'xerath', 'galio', 'ahri', 'cassiopeia']","['38.71', '38.89', '40.54', '40.65', '42.11']","['31', '72', '37', '123', '38']","['veigar', 'yone', 'sylas', 'diana', 'lissandra']","['65', '59.48', '58.54', '58.06', '57.63']","['40', '153', '205', '31', '59']",chogath,diamond,mid
,[],[],[],[],[],[],shyvana,diamond,mid
,"['yone', 'viktor', 'syndra', 'zed']","['30', '33.33', '41.54', '42.42']","['30', '30', '65', '33']","['akali', 'hwei', 'sylas', 'orianna', 'ahri']","['62.5', '61.04', '57.89', '57.83', '53.33']","['40', '77', '57', '83', '30']",kogmaw,diamond,mid
,[],[],[],[],[],[],monkeyking,diamond,mid
,"['orianna', 'yasuo', 'yone', 'syndra', 'katarina']","['25.64', '33.33', '33.33', '38.81', '39.47']","['39', '36', '54', '67', '38']","['hwei', 'twistedfate']","['65.96', '53.33']","['47', '30']",teemo,diamond,mid
,['hwei'],['46.34'],['41'],[],[],[],yorick,diamond,mid
1,"['seraphine', 'karthus', 'swain']","['48', '48.87', '49.82']","['550', '266', '279']","['yasuo', 'xayah', 'tristana', 'kalista', 'varus']","['56.84', '54.87', '54.38', '54.04', '53.53']","['519', '2947', '1072', '1225', '3841']",vayne,diamond,adc
4,"['kalista', 'yasuo', 'xayah']","['48.39', '48.78', '49.66']","['62', '41', '147']","['zeri', 'nilah', 'ziggs', 'missfortune', 'sivir']","['61.97', '61.76', '59.26', '57.78', '57.61']","['71', '34', '54', '90', '92']",karthus,diamond,adc
4,"['vayne', 'kalista', 'sivir', 'missfortune', 'swain']","['43.16', '46.34', '46.41', '46.95', '48.08']","['519', '164', '153', '213', '52']","['tristana', 'kogmaw', 'varus', 'caitlyn', 'draven']","['57.66', '57.35', '56.82', '56.23', '55.4']","['111', '68', '572', '594', '417']",yasuo,diamond,adc
3,"['seraphine', 'karthus', 'yasuo', 'swain', 'ziggs']","['42.53', '43.54', '44.6', '45.25', '45.28']","['435', '209', '417', '221', '689']","['aphelios', 'zeri', 'kaisa', 'sivir', 'xayah']","['56.08', '54.13', '53.14', '52.44', '52.2']","['1266', '715', '4176', '656', '1751']",draven,diamond,adc
1,"['yasuo', 'seraphine', 'swain', 'karthus', 'ziggs']","['45.86', '45.91', '45.96', '46.47', '47.23']","['1208', '1015', '668', '439', '2361']","['caitlyn', 'aphelios', 'xayah', 'varus', 'jinx']","['52.44', '52.33', '51.88', '51.75', '51.7']","['14574', '5859', '7801', '13493', '10154']",ezreal,diamond,adc
2,"['seraphine', 'karthus', 'kogmaw', 'swain', 'ziggs']","['43.25', '43.84', '46.5', '47.95', '48.29']","['504', '219', '400', '244', '733']","['aphelios', 'sivir', 'xayah', 'missfortune', 'kaisa']","['55.51', '54.77', '53.53', '53.16', '53.13']","['1850', '1037', '2494', '1456', '6260']",ashe,diamond,adc
2,"['karthus', 'seraphine', 'yasuo', 'vayne', 'twitch']","['43.68', '45.96', '46.41', '47.81', '48.22']","['348', '755', '711', '5325', '3082']","['aphelios', 'caitlyn', 'xayah', 'missfortune', 'nilah']","['53.35', '52.97', '52.92', '52.9', '52.49']","['3076', '10008', '3949', '2775', '684']",jhin,diamond,adc
2,"['seraphine', 'yasuo', 'swain', 'karthus', 'nilah']","['44.55', '45.2', '46.58', '47.18', '48.56']","['431', '323', '161', '195', '416']","['aphelios', 'sivir', 'kalista', 'kogmaw', 'jinx']","['56.83', '55.66', '53.85', '53.41', '53.26']","['1112', '618', '650', '455', '2715']",twitch,diamond,adc
2,"['swain', 'ziggs', 'yasuo', 'karthus', 'twitch']","['44.15', '46.08', '46.41', '46.63', '46.74']","['265', '790', '459', '208', '2715']","['xayah', 'samira', 'zeri', 'kaisa', 'aphelios']","['53.02', '53.02', '52.96', '52.37', '51.93']","['3631', '2844', '1505', '9100', '3233']",jinx,diamond,adc
3,['nilah'],['49.02'],['51'],"['xayah', 'samira', 'missfortune', 'aphelios', 'kaisa']","['58.4', '58.04', '57.39', '57.14', '56.64']","['262', '224', '115', '161', '572']",swain,diamond,adc
,"['vayne', 'kalista', 'xayah', 'zeri', 'jhin']","['40', '40.63', '41.54', '42.86', '44.33']","['70', '32', '65', '35', '97']","['twitch', 'jinx', 'caitlyn', 'aphelios', 'samira']","['61.29', '58.89', '56.1', '54.55', '52.78']","['31', '90', '82', '33', '72']",cassiopeia,diamond,adc
,['twitch'],['46.39'],['97'],"['samira', 'varus', 'xayah', 'ziggs', 'aphelios']","['64.94', '60.95', '56.72', '56.1', '54.9']","['77', '105', '67', '41', '51']",brand,diamond,adc
,"['ashe', 'kaisa', 'kalista']","['42.11', '45.13', '45.95']","['38', '113', '37']","['xayah', 'draven', 'lucian', 'caitlyn', 'twitch']","['60.47', '60', '58.24', '58.21', '57.58']","['43', '30', '91', '67', '33']",heimerdinger,diamond,adc
,"['sivir', 'zeri', 'missfortune', 'jhin', 'lucian']","['38.24', '42.42', '42.86', '44.53', '45.6']","['34', '33', '42', '128', '125']","['xayah', 'varus', 'ezreal', 'kaisa', 'jinx']","['66.67', '57.04', '56.33', '55.84', '53.76']","['69', '135', '229', '197', '93']",tahmkench,diamond,adc
2,"['tristana', 'yasuo', 'karthus', 'swain']","['43.38', '45.88', '47.17', '47.27']","['136', '85', '53', '55']","['kogmaw', 'samira', 'draven', 'caitlyn', 'ziggs']","['61.97', '57.55', '57.47', '57.37', '56.86']","['71', '318', '435', '692', '153']",seraphine,diamond,adc
5,"['kogmaw', 'vayne', 'twitch', 'ziggs', 'seraphine']","['44.44', '45.96', '46.15', '46.53', '47.59']","['171', '1225', '650', '346', '145']","['yasuo', 'zeri', 'kaisa', 'karthus', 'tristana']","['53.66', '52.78', '51.77', '51.61', '51.35']","['164', '521', '3411', '62', '370']",kalista,diamond,adc
3,"['karthus', 'seraphine', 'yasuo', 'twitch', 'swain']","['40.74', '43.14', '46.09', '47.85', '48.61']","['54', '153', '128', '466', '72']","['xayah', 'draven', 'caitlyn', 'varus', 'nilah']","['54.82', '54.72', '54.62', '54.56', '54.31']","['591', '689', '1289', '1140', '116']",ziggs,diamond,adc
1,"['seraphine', 'karthus', 'swain', 'kogmaw', 'ashe']","['45.47', '46', '47.05', '48.57', '48.68']","['475', '200', '440', '665', '5411']","['zeri', 'sivir', 'kaisa', 'aphelios', 'xayah']","['54.98', '53.49', '53.25', '52.96', '52.53']","['1979', '1548', '14936', '3667', '5766']",lucian,diamond,adc
4,"['swain', 'seraphine', 'tristana', 'yasuo', 'vayne']","['41.6', '43.75', '43.96', '45.05', '45.13']","['262', '320', '778', '404', '2947']","['nilah', 'samira', 'kaisa', 'aphelios', 'zeri']","['55.05', '53.34', '52.6', '51.92', '51.04']","['436', '3024', '10209', '1824', '1109']",xayah,diamond,adc
,"['jinx', 'ezreal', 'draven', 'samira']","['34.88', '46.15', '46.67', '48.39']","['43', '104', '30', '31']","['ashe', 'xayah', 'vayne', 'varus', 'caitlyn']","['61.82', '59.57', '59.46', '58.7', '55.56']","['55', '47', '37', '46', '54']",aurelionsol,diamond,adc
3,"['swain', 'seraphine', 'nilah', 'karthus', 'kogmaw']","['41.96', '42.45', '43.65', '44.05', '45.48']","['224', '318', '960', '168', '365']","['aphelios', 'sivir', 'kaisa', 'zeri', 'caitlyn']","['54.52', '53.59', '53.39', '52.65', '50.95']","['1449', '864', '6441', '925', '3062']",samira,diamond,adc
3,"['yasuo', 'ziggs', 'kogmaw', 'vayne', 'karthus']","['43.18', '45.35', '46.31', '46.47', '46.52']","['572', '1140', '583', '3841', '230']","['sivir', 'aphelios', 'kaisa', 'kalista', 'xayah']","['53.75', '53.52', '52.65', '51.33', '51.16']","['1427', '2930', '9639', '2490', '3933']",varus,diamond,adc
4,"['karthus', 'xayah', 'ziggs', 'missfortune', 'vayne']","['38.24', '44.95', '45.69', '46.81', '47.13']","['34', '436', '116', '235', '662']","['samira', 'kaisa', 'kogmaw', 'zeri', 'aphelios']","['56.35', '53.63', '53.25', '52.85', '52.63']","['960', '1475', '77', '193', '247']",nilah,diamond,adc
3,"['seraphine', 'yasuo', 'kogmaw', 'ziggs', 'swain']","['42.63', '43.77', '44.46', '45.38', '46']","['692', '594', '569', '1289', '300']","['zeri', 'kalista', 'xayah', 'kaisa', 'aphelios']","['52.19', '52.04', '51.78', '51.02', '50.97']","['1280', '1493', '3374', '8637', '2878']",caitlyn,diamond,adc
5,"['yasuo', 'vayne', 'swain', 'twitch', 'draven']","['42.34', '45.62', '46.97', '47.7', '48.32']","['111', '1072', '66', '761', '565']","['seraphine', 'xayah', 'zeri', 'aphelios', 'missfortune']","['56.62', '56.04', '55.94', '54.55', '52.36']","['136', '778', '320', '429', '466']",tristana,diamond,adc
,"['jinx', 'vayne', 'lucian']","['39.47', '40.43', '49.18']","['38', '47', '61']","['samira', 'kaisa', 'xayah', 'ezreal', 'jhin']","['61.36', '58.57', '57.14', '54.93', '53.85']","['44', '70', '35', '71', '65']",chogath,diamond,adc
